Stress [MPa],Strain
15.964185847835202,-5.557997577819485e-05
15.774600350495751,-0.00010608415468177937
15.647107657875814,-7.02997867146802e-05
19.7843624016812,-6.040198280913236e-05
22.720805005418327,-0.00010303867655655154
25.957914012497596,-3.5276788279176504e-05
29.32260843415469,-6.268609140218766e-05
33.08192751020367,-1.8780448436404427e-05
36.89762153688006,2.2841085936323508e-05
40.92991405807229,0.00013400103749329026
45.333094412339605,7.233010546521678e-05
49.79462778567739,0.015464430338241469
54.76254668044035,0.020986135968416895
59.79376376538146,0.02809199780319502
65.10784463768117,0.02949190258124567
70.70182219467485,0.03519405279031805
76.5546485518387,0.0402442168908311
82.22082560700433,0.04694858319281901
88.27668214545417,0.05296974723546775
94.25539401462441,0.06135141061470994
100.48828767872877,0.0709312158462321
106.95756052177964,0.07624176832641867
113.485186383901,0.08450034363144837
119.72104715066995,0.09024386158504981
126.34362029805853,0.09190288579355561
133.2055397270582,0.09113390256703369
140.13075734623604,0.09282693461460029
146.97487415924812,0.091785127306062
153.8011883562726,0.09221631625057058
161.00333555747983,0.09205566727948473
167.96020227174674,0.09198511370292638
175.3146607430701,0.09178563488574877
182.59593068200002,0.09287896153256592
189.93852074266502,0.09182852536934044
197.39386070458482,0.09267491449820162
204.77403406556678,0.09247213641305684
212.24915471191727,0.09375352133408228
219.74999024802761,0.0935987095294032
227.5198430923951,0.09370707779267862
234.87034542683236,0.09254167483024049
242.48393086419753,0.09305686821302557
250.2651421484925,0.09251502689664792
257.6908110837663,0.09356165621221774
265.5971351970346,0.09392635221766674
273.28193109835024,0.09375149101533231
280.98255154721033,0.09376088123955052
288.8631762243896,0.09264826656460963
296.55786246792053,0.0940735503270339
304.4820046508472,0.09405654640750379
312.1193269095292,0.09282084365835042
320.0019296551515,0.09338248058253915
327.6570545298211,0.09503084561760837
335.15789006593144,0.09374032426220782
343.0602734959844,0.09496790573636137
350.84792895633944,0.09591885628084228
358.76811500238006,0.09328350254348251
366.28279701759186,0.09346496228175416
374.0664963410608,0.09359896331924687
381.71370894195815,0.09357561465362263
389.75455716302577,0.09447403070045
397.42946272212606,0.0948011658090262
404.9204079160211,0.09447910649732462
412.21354626560935,0.09480040443949518
419.86273693494974,0.09648607658159354
427.32598917064183,0.09666144536361473
434.3896715808344,0.09667971823236438
441.83583206899,0.09667413485580184
449.11710200791987,0.0958683521019387
456.12342043326345,0.09661525561205532
463.098089763518,0.09671575639017457
470.0055047667082,0.09707334627999958
476.78038918421294,0.09739591317138852
483.90143557925444,0.09830245049321573
490.20455067298633,0.09812555897213135
496.682724824031,0.09925974578378963
503.1351840853158,0.09788115935261268
509.2909330801406,0.09858466479945029
515.6009714135246,0.09817936241900325
521.6093543094421,0.09823341965571941
527.4308097373885,0.09825524558228046
533.1662191879601,0.0990130620556779
538.4031553910816,0.0988945421986527
543.5273416927455,0.09967545354783014
548.7346068692209,0.10034825042357583
553.6481288817995,0.1011631696118135
557.9800987721164,0.10142330420164335
562.6058118261275,0.09877652992131541
566.9259133057859,0.09856182371351455
570.7900700094187,0.09912320684785961
574.9064304394414,0.09960058554392819
578.6024513252108,0.09998837642515719
581.7497436621801,0.1007421322610547
584.893883452334,0.10132813301024238
588.3574812961443,0.1017301361227211
590.8530618957049,0.10106647568134992
593.6389240391335,0.10240877016487242
596.3251409848185,0.10259555948986235
599.0222373070418,0.10317166243514447
601.5205377506355,0.10416524967337282
603.4799381727585,0.10309806338046089
605.3964392355605,0.1051814242076938
607.469207705162,0.10598035463577662
608.9915168160504,0.1053847098725265
611.1121916310678,0.10480886071708921
612.5766422398444,0.10546490746314789
613.919750712687,0.10613110580295579
615.2842470507095,0.10711910966462217
616.4441987486201,0.10760867027318993
617.5969181336654,0.10835963442080648
618.5966462878903,0.10889792267937154
619.61368254084,0.10958163251839806
620.306068310394,0.11029605092851591
621.3951186175675,0.11072089512693095
622.3460132069395,0.11165281143313122
622.8936290924559,0.11244235163699584
623.5907745893719,0.11325194123851465
624.0918440518943,0.11321996371820438
624.6633203880939,0.11371282359474046
625.3987909610184,0.11466656582750236
625.7798782096233,0.11688062842426024
626.1488497888373,0.11717020263596305
626.5929261542045,0.11783640097577153
626.9384699855174,0.11852214113354742
627.2340057738078,0.11946446282334115
627.5077828092243,0.12085472358732993
627.9347365197136,0.12059864963499944
628.0584894266703,0.12107222148341236
628.337706150356,0.12171837042556548
628.7882730527957,0.12238025433802979
628.756500328543,0.12310710845049164
629.0318845445062,0.12390908435669912
628.9031246518599,0.12488135324805318
628.9340937858394,0.1254914640323961
629.0590211709658,0.12615943890111087
629.0585266539058,0.12761517744478337
629.0005445226303,0.12800322211585663
629.179683345993,0.12927521681266388
629.2140522853178,0.12979726252122983
629.1539066417525,0.12995613496340883
629.0535814828994,0.13187681650080707
628.9154257648953,0.1318631118492453
629.10198234497,0.13354878399134365
628.9099860768289,0.13425330459755594
628.842299047185,0.1348778814029917
628.8272780899138,0.13564813357873143
628.7747974615907,0.1369391625138193
628.6297185043397,0.13783351792314677
628.3027808794905,0.13773885431143315
628.0746230474281,0.13973186595429604
628.0651654075897,0.1408449882089237
627.9597714483639,0.1412845522182758
627.7811889567445,0.14211013057995062
627.5096990629843,0.14199719409948852
627.0794691767185,0.14372423398611536
627.0489945595965,0.14446174727201322
626.8828368103789,0.1458015038570984
626.6408324994177,0.1454063530704006
626.2608579142993,0.14631568208050877
626.2887363165518,0.14741738379216884
626.4198451655375,0.14805211219135384
626.013413915069,0.14911473026707847
626.0191008618682,0.14966494664829963
625.7272121372507,0.15061691235215524
