x1, y1, c1, x2, y2, c2
255.6463, 1078.2869, 2.7883568, 251.77322, 1482.8978, 2.6361017
255.74657, 1078.1309, 2.608994, 251.94115, 1482.7896, 2.7604916
255.74091, 1077.8925, 2.6218057, 251.94463, 1482.6735, 2.9143291
255.83121, 1077.6202, 2.8592227, 252.08786, 1482.4829, 2.9687295
255.94023, 1077.38, 2.8787689, 252.2179, 1482.3315, 2.9310546
256.11697, 1077.2902, 2.7627656, 252.38341, 1482.3141, 2.9172196
256.19537, 1077.0879, 2.6554923, 252.47577, 1482.2045, 2.7940612
256.22217, 1076.9315, 2.6639915, 252.52245, 1482.1569, 2.7458787
256.23608, 1076.7522, 2.7958097, 252.55371, 1482.0836, 2.6997342
256.25101, 1076.4528, 2.8445716, 252.63214, 1481.8065, 2.8303657
256.18927, 1076.2489, 2.7481318, 252.58121, 1481.6935, 2.8504879
256.16571, 1076.0282, 2.5042861, 252.58626, 1481.5944, 3.0037451
256.21753, 1075.8787, 2.6902447, 252.6636, 1481.578, 3.076282
256.29544, 1075.7119, 2.803062, 252.78716, 1481.5255, 3.1176577
256.35004, 1075.5237, 2.8945155, 252.85315, 1481.4509, 3.0045414
256.38321, 1075.3066, 2.8207157, 252.98824, 1481.3163, 2.9557827
256.38617, 1075.0948, 2.7150021, 253.01581, 1481.2676, 2.8561845
256.36646, 1074.934, 2.6264253, 253.04918, 1481.2374, 2.8195972
256.35284, 1074.781, 2.7346547, 253.05595, 1481.2283, 2.7815518
256.38269, 1074.5723, 2.9506316, 253.14494, 1481.1481, 2.7580965
256.39667, 1074.3678, 2.9492455, 253.22064, 1481.0397, 2.7418311
256.40402, 1074.1698, 2.725347, 253.27072, 1480.9764, 2.6291475
256.41898, 1073.9403, 2.6863482, 253.30602, 1480.8978, 2.6661456
256.34805, 1073.7338, 2.8650229, 253.28094, 1480.8402, 2.6578283
256.35333, 1073.5166, 2.9586525, 253.32709, 1480.7854, 2.7946031
256.39505, 1073.2438, 2.8245165, 253.38254, 1480.6554, 2.8601828
256.39713, 1072.9663, 2.7306483, 253.42581, 1480.5773, 3.0742412
256.36188, 1072.749, 2.8523264, 253.41783, 1480.562, 3.0571792
256.36465, 1072.4833, 2.9258485, 253.46852, 1480.4745, 3.2094429
256.36676, 1072.2045, 2.8704946, 253.49384, 1480.376, 3.1720083
256.3526, 1071.915, 2.7068324, 253.52588, 1480.3052, 3.123014
256.29102, 1071.7333, 3.0156555, 253.48378, 1480.3503, 3.1433146
256.3027, 1071.5223, 3.0068452, 253.52597, 1480.3213, 3.1237645
256.28357, 1071.3414, 2.9337916, 253.5377, 1480.3141, 3.1313357
256.27554, 1071.0875, 2.7581561, 253.54483, 1480.291, 3.1083362
256.26337, 1070.7505, 2.9782164, 253.58278, 1480.2183, 3.0302994
256.25934, 1070.5134, 2.9781854, 253.60188, 1480.1853, 3.07096
256.22595, 1070.1998, 2.876543, 253.58997, 1480.0592, 2.9424863
256.14908, 1069.9603, 2.7988045, 253.54257, 1480.0541, 2.891423
256.15659, 1069.6217, 2.9608095, 253.56885, 1479.9517, 2.833566
256.13281, 1069.3997, 2.9664323, 253.58231, 1479.937, 2.8743937
256.16025, 1069.0729, 2.869971, 253.60596, 1479.8506, 2.9322567
256.15125, 1068.7272, 3.0791132, 253.64366, 1479.7878, 3.0401397
256.12921, 1068.5261, 2.9884055, 253.63631, 1479.793, 2.9552906
256.13696, 1068.2957, 2.9730227, 253.62978, 1479.7865, 2.9318199
256.11728, 1067.9797, 3.0483148, 253.63689, 1479.7465, 3.0431671
256.10443, 1067.7213, 3.0060613, 253.64354, 1479.7435, 3.051343
256.10611, 1067.48, 2.9911261, 253.64769, 1479.7646, 3.0656571
256.16974, 1067.264, 3.0989416, 253.73592, 1479.7615, 3.1075275
256.17358, 1066.936, 2.9156122, 253.73805, 1479.7122, 3.1233864
256.17984, 1066.5857, 3.0528994, 253.75522, 1479.6582, 3.0742981
256.18719, 1066.3447, 3.0229697, 253.79169, 1479.6324, 3.0823009
256.18329, 1066.0361, 2.8661478, 253.79758, 1479.5983, 3.1860802
256.15103, 1065.7651, 3.1043062, 253.75694, 1479.6434, 3.1392355
256.18661, 1065.4901, 3.1127651, 253.77777, 1479.61, 3.2595859
256.17285, 1065.2002, 3.0613935, 253.79543, 1479.5769, 3.2703705
256.13947, 1064.9481, 3.0763047, 253.79884, 1479.6132, 3.200773
256.1236, 1064.6228, 3.1137149, 253.74988, 1479.5797, 3.3008776
256.07977, 1064.3127, 3.0250924, 253.73744, 1479.5298, 3.3977814
256.1055, 1064.0387, 2.9806373, 253.74725, 1479.5453, 3.367801
256.10742, 1063.7278, 3.2150013, 253.74397, 1479.5186, 3.3487129
256.08026, 1063.4667, 3.0180826, 253.74902, 1479.5168, 3.4736941
256.07639, 1063.1245, 3.0652947, 253.74947, 1479.4449, 3.4342418
256.06442, 1062.8514, 3.1422007, 253.70863, 1479.4691, 3.4429126
256.08102, 1062.579, 3.1529775, 253.74362, 1479.5056, 3.504648
256.08533, 1062.3798, 3.0993073, 253.74261, 1479.5417, 3.4562564
256.08325, 1062.0417, 3.1472509, 253.74541, 1479.5067, 3.4981644
256.05273, 1061.7179, 3.2707601, 253.71471, 1479.4735, 3.4491241
256.04852, 1061.4812, 3.0970645, 253.73155, 1479.5062, 3.6042719
256.03217, 1061.1737, 3.1476445, 253.71448, 1479.4712, 3.5062056
256.02643, 1060.8142, 3.2350035, 253.70901, 1479.4128, 3.5803127
256.05368, 1060.5691, 3.1384516, 253.70442, 1479.4524, 3.551074
256.0481, 1060.2736, 3.1885607, 253.73558, 1479.4375, 3.5692952
256.0434, 1059.9166, 3.2066662, 253.71559, 1479.3772, 3.6372416
256.03375, 1059.5938, 3.1924493, 253.69934, 1479.3555, 3.5879886
255.9933, 1059.3226, 3.3229477, 253.66336, 1479.3412, 3.6459062
255.98056, 1059.0668, 3.3396893, 253.64014, 1479.3761, 3.6449072
256.0097, 1058.707, 3.3718333, 253.68388, 1479.3405, 3.7330055
255.98547, 1058.401, 3.1269755, 253.64503, 1479.2659, 3.6992567
255.99553, 1058.1381, 3.286639, 253.67329, 1479.2892, 3.6425922
256.02701, 1057.8374, 3.4912243, 253.70068, 1479.3313, 3.7310417
256.00885, 1057.5389, 3.2965052, 253.68626, 1479.2963, 3.6302669
255.99284, 1057.2046, 3.3584163, 253.65953, 1479.2458, 3.6754518
256.01318, 1056.8757, 3.3208287, 253.69513, 1479.2299, 3.631552
256.01694, 1056.5952, 3.2501678, 253.68695, 1479.2439, 3.7758751
256.02448, 1056.3058, 3.317085, 253.6971, 1479.2009, 3.6470973
256.00858, 1056.0028, 3.5545485, 253.67451, 1479.2412, 3.696902
256.02151, 1055.7356, 3.355583, 253.67157, 1479.2858, 3.7642777
255.98315, 1055.4515, 3.3469291, 253.67738, 1479.2499, 3.7954576
255.97131, 1055.1287, 3.4057832, 253.65042, 1479.2211, 3.8066988
255.94731, 1054.7902, 3.3605535, 253.63463, 1479.2023, 3.6852372
255.95685, 1054.5305, 3.3433447, 253.6133, 1479.2432, 3.880209
255.94138, 1054.2637, 3.5264237, 253.59981, 1479.2365, 3.7194207
255.94989, 1053.946, 3.5337262, 253.60338, 1479.228, 3.8505623
255.87747, 1053.6028, 3.4048712, 253.53432, 1479.194, 3.7727203
255.90002, 1053.3528, 3.4658058, 253.56619, 1479.1862, 3.7355654
255.93329, 1052.9785, 3.5394721, 253.59647, 1479.1223, 3.7568061
255.87822, 1052.6542, 3.3383014, 253.56407, 1479.1128, 3.7670422
255.92049, 1052.3899, 3.5137501, 253.58032, 1479.097, 3.8390682
255.92163, 1052.1014, 3.5500405, 253.57768, 1479.124, 3.8465815
255.91916, 1051.8022, 3.5651112, 253.56839, 1479.1334, 3.8360012
255.88913, 1051.486, 3.4848728, 253.54503, 1479.1171, 3.7878463
255.8573, 1051.189, 3.6212187, 253.51236, 1479.1079, 3.7942162
255.85112, 1050.8794, 3.6319003, 253.50044, 1479.1133, 3.8786254
255.83813, 1050.5502, 3.5143528, 253.50998, 1479.0845, 3.7678654
255.78522, 1050.26, 3.6251619, 253.45291, 1479.0587, 3.8254678
255.78178, 1049.9109, 3.6207519, 253.41446, 1479.0496, 3.8045044
255.79907, 1049.5988, 3.537112, 253.42058, 1479.0251, 3.8394291
255.8058, 1049.3492, 3.6308455, 253.44832, 1479.0499, 3.8153341
255.81117, 1049.0265, 3.6881816, 253.47148, 1479.0239, 3.7913284
255.86829, 1048.6962, 3.6289377, 253.49136, 1479.0107, 3.8034892
255.86346, 1048.4493, 3.6267071, 253.49625, 1479.0415, 3.808393
255.99893, 1048.1486, 3.6581581, 253.61737, 1479.0504, 3.8830006
255.92775, 1047.8817, 3.7855558, 253.5555, 1479.1067, 3.8935449
255.90579, 1047.575, 3.606539, 253.55415, 1479.0934, 3.8010879
255.88751, 1047.3192, 3.6080301, 253.52486, 1479.1333, 3.8964174
255.87967, 1046.9989, 3.7835052, 253.51691, 1479.1335, 3.9836094
255.87553, 1046.6799, 3.7717199, 253.48772, 1479.1277, 4.0900621
255.86504, 1046.4167, 3.7797234, 253.49222, 1479.1129, 3.9880846
255.8302, 1046.0952, 3.676193, 253.46338, 1479.1523, 4.0648508
255.87384, 1045.7725, 3.5908737, 253.48254, 1479.1617, 4.0160313
255.84499, 1045.4812, 3.7574365, 253.47456, 1479.1183, 4.038476
255.85262, 1045.2083, 3.7771592, 253.46046, 1479.1686, 4.1553235
255.83754, 1044.8534, 3.7590613, 253.47713, 1479.1334, 4.0923538
255.82095, 1044.5536, 3.6917052, 253.43584, 1479.13, 4.1031394
255.817, 1044.2328, 3.9396477, 253.43912, 1479.0956, 4.0438709
255.81139, 1043.8945, 3.92909, 253.42842, 1479.1195, 4.1539545
255.79778, 1043.5929, 3.6756191, 253.39601, 1479.0958, 4.0413542
255.80138, 1043.3094, 3.8453298, 253.38589, 1479.1012, 4.0721989
255.8248, 1042.9424, 3.8333955, 253.43071, 1479.0824, 3.9942191
255.81459, 1042.6415, 3.7653956, 253.41565, 1479.0869, 4.0113592
255.81915, 1042.3779, 3.7682588, 253.38857, 1479.1145, 4.2294974
255.83093, 1042.0466, 3.870518, 253.40076, 1479.0986, 4.0654311
255.79669, 1041.7346, 3.8548954, 253.37112, 1479.1112, 4.2138205
255.77138, 1041.4104, 3.8846855, 253.35884, 1479.0466, 4.0665545
255.78763, 1041.0388, 3.9269986, 253.36441, 1479.0443, 3.9810841
255.77368, 1040.7216, 3.8407636, 253.36342, 1479.0204, 4.0398655
255.79549, 1040.4236, 3.9112027, 253.38795, 1479.0293, 3.961813
255.83235, 1040.1252, 3.8457956, 253.39856, 1479.0494, 3.951967
255.81828, 1039.8081, 3.9571145, 253.37225, 1479.0532, 4.0375085
255.84641, 1039.5142, 3.7745757, 253.37262, 1479.051, 4.1666584
255.81027, 1039.2373, 3.8985851, 253.35759, 1479.1071, 4.1464357
255.83784, 1038.9384, 3.873477, 253.3546, 1479.1461, 4.0984998
255.83176, 1038.655, 3.8600049, 253.34526, 1479.15, 4.1366763
255.81763, 1038.371, 3.9367206, 253.35197, 1479.1379, 4.1228108
255.81265, 1037.9451, 3.9636919, 253.29889, 1479.0857, 4.1075659
255.8027, 1037.6311, 3.9631209, 253.3242, 1479.0685, 4.0331645
255.7816, 1037.3669, 3.9923038, 253.30542, 1479.1053, 4.1047759
255.77832, 1037.0375, 3.9833338, 253.30267, 1479.1348, 4.0836673
255.80888, 1036.73, 3.8181098, 253.30901, 1479.1385, 4.1647115
255.76418, 1036.3842, 3.9849296, 253.28673, 1479.0825, 4.1350374
255.76317, 1036.006, 3.9505818, 253.25096, 1479.0736, 4.0715752
255.77272, 1035.6599, 3.8974905, 253.25652, 1479.0363, 4.1242819
255.76514, 1035.3722, 4.0532007, 253.24911, 1479.0504, 4.1097994
255.8143, 1035.0242, 4.045928, 253.2814, 1479.0403, 4.1263051
255.80531, 1034.7207, 3.898701, 253.28387, 1479.0544, 4.0245347
255.80338, 1034.4247, 4.1137199, 253.24345, 1479.108, 4.115591
255.79858, 1034.2106, 3.9957638, 253.22411, 1479.2112, 4.2342243
255.79311, 1033.8468, 4.0223498, 253.22513, 1479.2118, 4.2230039
255.78473, 1033.4719, 3.9104421, 253.19904, 1479.1349, 4.1413426
255.75639, 1033.1832, 4.0215163, 253.16019, 1479.1672, 4.1547823
255.79596, 1032.8522, 4.0710635, 253.17183, 1479.1807, 4.2508717
255.7713, 1032.5596, 4.060101, 253.16194, 1479.1893, 4.0535526
255.74927, 1032.1519, 4.0419388, 253.09659, 1479.1215, 4.2210355
255.74707, 1031.7866, 4.1218724, 253.11142, 1479.113, 4.2754927
255.71088, 1031.509, 4.0395803, 253.05327, 1479.1088, 4.1843967
255.72165, 1031.1594, 4.0832191, 253.05109, 1479.1251, 4.1791167
255.75127, 1030.8727, 4.0575681, 253.06525, 1479.1941, 4.2560911
255.74069, 1030.5762, 3.9655044, 253.06505, 1479.2063, 4.2052078
255.73277, 1030.2367, 4.135222, 253.01122, 1479.2063, 4.1759
255.76761, 1029.9537, 4.0022507, 253.05229, 1479.2831, 4.2644444
255.77467, 1029.6176, 4.0080004, 253.03026, 1479.2694, 4.2591124
255.77586, 1029.3777, 4.1160946, 252.99641, 1479.3413, 4.2313914
255.79407, 1029.0807, 4.0301905, 252.99829, 1479.3721, 4.1948333
255.80518, 1028.6903, 4.0976195, 252.98419, 1479.3616, 4.251152
255.77998, 1028.3561, 4.0898175, 252.97273, 1479.323, 4.2458949
255.81116, 1027.9332, 3.9049335, 252.97534, 1479.2629, 4.3438673
255.78497, 1027.6738, 3.9258595, 252.92981, 1479.303, 4.2105412
255.79834, 1027.4534, 4.0704193, 252.92102, 1479.3929, 4.1432009
255.79691, 1027.0853, 4.0736217, 252.90938, 1479.4135, 4.2826381
255.79169, 1026.7361, 4.0740132, 252.88161, 1479.4138, 4.1914539
255.80049, 1026.4341, 4.0531096, 252.86102, 1479.3993, 4.4114594
255.80618, 1026.0857, 4.093401, 252.86357, 1479.4023, 4.1664052
255.81432, 1025.7249, 3.9953682, 252.84799, 1479.3881, 4.2910862
255.84245, 1025.441, 4.0402942, 252.83997, 1479.4152, 4.1895695
255.78978, 1025.0765, 4.0435109, 252.7621, 1479.4186, 4.1358819
255.82005, 1024.7517, 3.9920595, 252.7823, 1479.4175, 4.2202535
255.83482, 1024.4104, 4.0157084, 252.78464, 1479.3884, 4.2471251
255.83188, 1024.0583, 4.1118979, 252.72128, 1479.3817, 4.3087506
255.87543, 1023.7135, 4.0250211, 252.74272, 1479.3983, 4.3483276
255.87822, 1023.4492, 4.1108785, 252.75525, 1479.4359, 4.2722545
255.89812, 1023.0895, 4.1671677, 252.74449, 1479.4266, 4.1598363
255.92807, 1022.7814, 4.0230823, 252.77551, 1479.4656, 4.1922145
255.92892, 1022.4832, 3.9668648, 252.73479, 1479.4526, 4.1650653
255.92511, 1022.1448, 4.1337714, 252.72145, 1479.4741, 4.0485826
255.94984, 1021.8098, 4.0071368, 252.7021, 1479.5105, 4.0782676
255.91907, 1021.5256, 3.9878874, 252.64151, 1479.5331, 4.1312561
255.9173, 1021.1758, 4.0744615, 252.62445, 1479.5239, 4.0626025
255.92827, 1020.8627, 4.0442395, 252.60324, 1479.5515, 4.0129004
255.92601, 1020.5173, 3.9874837, 252.58665, 1479.5565, 4.0817022
255.92119, 1020.2051, 4.0477014, 252.54263, 1479.585, 4.0470634
255.92227, 1019.8566, 4.0404844, 252.54237, 1479.5745, 4.0585232
255.96214, 1019.5439, 4.122057, 252.50021, 1479.5863, 4.0590363
255.95116, 1019.1713, 4.0223155, 252.50871, 1479.5856, 3.9831471
255.95769, 1018.8742, 3.9668806, 252.49136, 1479.6334, 3.9622178
255.97736, 1018.532, 4.0760789, 252.46141, 1479.6222, 4.0356236
255.97305, 1018.2004, 3.9870954, 252.4623, 1479.6282, 3.8174574
255.95564, 1017.8211, 4.0405898, 252.40579, 1479.6279, 3.9815295
255.96243, 1017.5117, 3.9960575, 252.381, 1479.6169, 4.0155573
255.9865, 1017.1486, 4.0831599, 252.35393, 1479.6528, 4.0263062
255.98036, 1016.8285, 4.0207691, 252.34131, 1479.6804, 3.9567084
255.93257, 1016.4888, 3.9474735, 252.23201, 1479.6578, 4.0241318
255.96333, 1016.1656, 4.0017743, 252.21559, 1479.6804, 3.7948022
255.994, 1015.8045, 4.0059423, 252.21086, 1479.6653, 3.9293389
256.00482, 1015.4978, 3.9516361, 252.19478, 1479.6925, 3.8630245
256.01733, 1015.1503, 4.0169721, 252.16209, 1479.7104, 3.9208415
256.08398, 1014.7923, 4.0704288, 252.16396, 1479.6974, 3.9304185
256.10034, 1014.4656, 3.9486492, 252.13658, 1479.719, 3.9171264
256.09464, 1014.1161, 4.121244, 252.12485, 1479.7098, 3.9962246
256.12042, 1013.7701, 3.9122934, 252.05199, 1479.7443, 3.9683933
256.12915, 1013.4525, 4.0043235, 252.01845, 1479.7736, 3.879277
256.14993, 1013.1038, 4.0611739, 251.9814, 1479.8081, 3.9377825
256.18857, 1012.761, 3.9894094, 251.97417, 1479.8163, 3.8511789
256.20358, 1012.447, 4.0496259, 251.86943, 1479.8206, 3.7905438
256.21967, 1012.0948, 4.0671163, 251.82549, 1479.8545, 3.9248948
256.25787, 1011.713, 4.0161633, 251.76253, 1479.8619, 3.8900347
256.26907, 1011.3838, 4.0847292, 251.68848, 1479.937, 3.98645
256.24445, 1010.9028, 3.9871347, 251.54103, 1480.0358, 4.0723052
256.22571, 1010.4476, 4.1014452, 251.37956, 1480.1041, 4.0677433
256.65756, 1013.7816, 10.792105, 248.21051, 1481.7257, 24.959179
